Date,Open,High,Low,Close,Adj Close,Volume
2018-02-06,2614.780029,2701.040039,2593.070068,2695.139893,2695.139893,5891660000
2018-02-07,2690.949951,2727.669922,2681.330078,2681.659912,2681.659912,4626570000
2018-02-08,2685.010010,2685.270020,2580.560059,2581.000000,2581.000000,5305440000
2018-02-09,2601.780029,2638.669922,2532.689941,2619.550049,2619.550049,5680070000
2018-02-12,2636.750000,2672.610107,2622.449951,2656.000000,2656.000000,4055790000
2018-02-13,2646.270020,2668.840088,2637.080078,2662.939941,2662.939941,3472870000
2018-02-14,2651.209961,2702.100098,2648.870117,2698.629883,2698.629883,4003740000
2018-02-15,2713.459961,2731.510010,2689.820068,2731.199951,2731.199951,3684910000
2018-02-16,2727.139893,2754.419922,2725.110107,2732.219971,2732.219971,3637460000
2018-02-20,2722.989990,2737.600098,2706.760010,2716.260010,2716.260010,3627610000
2018-02-21,2720.530029,2747.750000,2701.290039,2701.330078,2701.330078,3779400000
2018-02-22,2710.419922,2731.260010,2697.770020,2703.959961,2703.959961,3701270000
2018-02-23,2715.800049,2747.760010,2713.739990,2747.300049,2747.300049,3189190000
2018-02-26,2757.370117,2780.639893,2753.780029,2779.600098,2779.600098,3424650000
2018-02-27,2780.449951,2789.149902,2744.219971,2744.280029,2744.280029,3745080000
2018-02-28,2753.780029,2761.520020,2713.540039,2713.830078,2713.830078,4230660000
2018-03-01,2715.219971,2730.889893,2659.649902,2677.669922,2677.669922,4503970000
2018-03-02,2658.889893,2696.250000,2647.320068,2691.250000,2691.250000,3882450000
2018-03-05,2681.060059,2728.090088,2675.750000,2720.939941,2720.939941,3710810000
2018-03-06,2730.179932,2732.080078,2711.260010,2728.120117,2728.120117,3370690000
2018-03-07,2710.179932,2730.600098,2701.739990,2726.800049,2726.800049,3393270000
2018-03-08,2732.750000,2740.449951,2722.649902,2738.969971,2738.969971,3212320000
2018-03-09,2752.909912,2786.570068,2751.540039,2786.570068,2786.570068,3364100000
2018-03-12,2790.540039,2796.979980,2779.260010,2783.020020,2783.020020,3185020000
2018-03-13,2792.310059,2801.899902,2758.679932,2765.310059,2765.310059,3301650000
2018-03-14,2774.060059,2777.110107,2744.379883,2749.479980,2749.479980,3391360000
2018-03-15,2754.270020,2763.030029,2741.469971,2747.330078,2747.330078,3500330000
2018-03-16,2750.570068,2761.850098,2749.969971,2752.010010,2752.010010,5372340000
2018-03-19,2741.379883,2741.379883,2694.590088,2712.919922,2712.919922,3302130000
2018-03-20,2715.050049,2724.219971,2710.050049,2716.939941,2716.939941,3261030000
2018-03-21,2714.989990,2739.139893,2709.790039,2711.929932,2711.929932,3415510000
2018-03-22,2691.360107,2695.679932,2641.590088,2643.689941,2643.689941,3739800000
2018-03-23,2646.709961,2657.669922,2585.889893,2588.260010,2588.260010,3815080000
2018-03-26,2619.350098,2661.360107,2601.810059,2658.550049,2658.550049,3511100000
2018-03-27,2667.570068,2674.780029,2596.120117,2612.620117,2612.620117,3706350000
2018-03-28,2611.300049,2632.649902,2593.060059,2605.000000,2605.000000,3864500000
2018-03-29,2614.409912,2659.070068,2609.719971,2640.870117,2640.870117,3565990000
2018-04-02,2633.449951,2638.300049,2553.800049,2581.879883,2581.879883,3598520000
2018-04-03,2592.169922,2619.139893,2575.489990,2614.449951,2614.449951,3392810000
2018-04-04,2584.040039,2649.860107,2573.610107,2644.689941,2644.689941,3350340000
2018-04-05,2657.360107,2672.080078,2649.580078,2662.840088,2662.840088,3178970000
2018-04-06,2645.820068,2656.879883,2586.270020,2604.469971,2604.469971,3299700000
2018-04-09,2617.179932,2653.550049,2610.790039,2613.159912,2613.159912,3062960000
2018-04-10,2638.409912,2665.449951,2635.780029,2656.870117,2656.870117,3543930000
2018-04-11,2643.889893,2661.429932,2639.250000,2642.189941,2642.189941,3020760000
2018-04-12,2653.830078,2674.719971,2653.830078,2663.989990,2663.989990,3021320000
2018-04-13,2676.899902,2680.260010,2645.050049,2656.300049,2656.300049,2960910000
2018-04-16,2670.100098,2686.489990,2665.159912,2677.840088,2677.840088,3019700000
2018-04-17,2692.739990,2713.340088,2692.050049,2706.389893,2706.389893,3234360000
2018-04-18,2710.110107,2717.489990,2703.629883,2708.639893,2708.639893,3383410000
2018-04-19,2701.159912,2702.840088,2681.899902,2693.129883,2693.129883,3349370000
2018-04-20,2692.560059,2693.939941,2660.610107,2670.139893,2670.139893,3388590000
2018-04-23,2675.399902,2682.860107,2657.989990,2670.290039,2670.290039,3017480000
2018-04-24,2680.800049,2683.550049,2617.320068,2634.560059,2634.560059,3706740000
2018-04-25,2634.919922,2645.300049,2612.669922,2639.399902,2639.399902,3499440000
2018-04-26,2651.649902,2676.479980,2647.159912,2666.939941,2666.939941,3665720000
2018-04-27,2675.469971,2677.350098,2659.010010,2669.909912,2669.909912,3219030000
2018-04-30,2682.510010,2682.870117,2648.040039,2648.050049,2648.050049,3734530000
2018-05-01,2642.959961,2655.270020,2625.409912,2654.800049,2654.800049,3559850000
2018-05-02,2654.239990,2660.870117,2631.699951,2635.669922,2635.669922,4010770000
2018-05-03,2628.080078,2637.139893,2594.620117,2629.729980,2629.729980,3851470000
2018-05-04,2621.449951,2670.929932,2615.320068,2663.419922,2663.419922,3327220000
2018-05-07,2680.340088,2683.350098,2664.699951,2672.629883,2672.629883,3237960000
2018-05-08,2670.260010,2676.340088,2655.199951,2671.919922,2671.919922,3717570000
2018-05-09,2678.120117,2701.270020,2674.139893,2697.790039,2697.790039,3909500000
2018-05-10,2705.020020,2726.110107,2704.540039,2723.070068,2723.070068,3333050000
2018-05-11,2722.699951,2732.860107,2717.449951,2727.719971,2727.719971,2862700000
2018-05-14,2738.469971,2742.100098,2725.469971,2730.129883,2730.129883,2972660000
2018-05-15,2718.590088,2718.590088,2701.909912,2711.449951,2711.449951,3290680000
2018-05-16,2712.620117,2727.760010,2712.169922,2722.459961,2722.459961,3202670000
2018-05-17,2719.709961,2731.959961,2711.360107,2720.129883,2720.129883,3475400000
2018-05-18,2717.350098,2719.500000,2709.179932,2712.969971,2712.969971,3368690000
2018-05-21,2735.389893,2739.189941,2725.699951,2733.010010,2733.010010,3019890000
2018-05-22,2738.340088,2742.239990,2721.879883,2724.439941,2724.439941,3366310000
2018-05-23,2713.979980,2733.330078,2709.540039,2733.290039,2733.290039,3326290000
2018-05-24,2730.939941,2731.969971,2707.379883,2727.760010,2727.760010,3256030000
2018-05-25,2723.600098,2727.360107,2714.989990,2721.330078,2721.330078,2995260000
2018-05-29,2705.110107,2710.669922,2676.810059,2689.860107,2689.860107,3736890000
2018-05-30,2702.429932,2729.340088,2702.429932,2724.010010,2724.010010,3561050000
2018-05-31,2720.979980,2722.500000,2700.679932,2705.270020,2705.270020,4235370000
2018-06-01,2718.699951,2736.929932,2718.699951,2734.620117,2734.620117,3684130000
